t(s),H2,N2,NH3
1.000000e-15,4.259396e-02,6.996561e-03,-2.025221e-02
1.450000e-15,4.259392e-02,6.996485e-03,-1.999083e-02
1.900000e-15,4.259387e-02,6.996408e-03,-1.973281e-02
2.350000e-15,4.259383e-02,6.996332e-03,-1.947813e-02
2.800000e-15,4.259374e-02,6.996180e-03,-1.897858e-02
3.250000e-15,4.259370e-02,6.996103e-03,-1.873363e-02
3.700000e-15,4.259362e-02,6.995965e-03,-1.829611e-02
4.150000e-15,4.259354e-02,6.995826e-03,-1.786880e-02
4.600000e-15,4.259354e-02,6.995826e-03,-1.786880e-02
5.050000e-15,4.259346e-02,6.995687e-03,-1.745147e-02
5.500000e-15,4.259338e-02,6.995548e-03,-1.704389e-02
5.950000e-15,4.259338e-02,6.995548e-03,-1.704389e-02
6.400000e-15,4.259330e-02,6.995409e-03,-1.664582e-02
6.850000e-15,4.259322e-02,6.995271e-03,-1.625706e-02
7.300000e-15,4.259314e-02,6.995132e-03,-1.587737e-02
7.750000e-15,4.259314e-02,6.995132e-03,-1.587737e-02
8.200000e-15,4.259306e-02,6.994993e-03,-1.550656e-02
8.650000e-15,4.259292e-02,6.994745e-03,-1.486472e-02
9.100000e-15,4.259292e-02,6.994745e-03,-1.486472e-02
9.550000e-15,4.259292e-02,6.994745e-03,-1.486472e-02
1.000000e-14,4.259278e-02,6.994497e-03,-1.424944e-02
1.450000e-14,4.259221e-02,6.993504e-03,-1.203271e-02
1.900000e-14,4.259154e-02,6.992350e-03,-9.885625e-03
2.350000e-14,4.259106e-02,6.991509e-03,-8.565964e-03
2.800000e-14,4.259057e-02,6.990668e-03,-7.422483e-03
3.250000e-14,4.258990e-02,6.989513e-03,-6.096840e-03
3.700000e-14,4.258940e-02,6.988639e-03,-5.252952e-03
4.150000e-14,4.258889e-02,6.987765e-03,-4.525886e-03
4.600000e-14,4.258813e-02,6.986454e-03,-3.619565e-03
5.050000e-14,4.258762e-02,6.985581e-03,-3.118605e-03
5.500000e-14,4.258711e-02,6.984707e-03,-2.686992e-03
5.950000e-14,4.258660e-02,6.983833e-03,-2.315127e-03
6.400000e-14,4.258584e-02,6.982523e-03,-1.851581e-03
6.850000e-14,4.258533e-02,6.981650e-03,-1.595360e-03
7.300000e-14,4.258482e-02,6.980777e-03,-1.374608e-03
7.750000e-14,4.258431e-02,6.979904e-03,-1.184414e-03
8.200000e-14,4.258355e-02,6.978594e-03,-9.473290e-04
8.650000e-14,4.258304e-02,6.977722e-03,-8.162824e-04
9.100000e-14,4.258253e-02,6.976849e-03,-7.033764e-04
9.550000e-14,4.258202e-02,6.975976e-03,-6.060997e-04
1.000000e-13,4.258151e-02,6.975104e-03,-5.222888e-04
1.450000e-13,4.257571e-02,6.965180e-03,-9.632289e-05
1.900000e-13,4.256969e-02,6.954904e-03,-1.712789e-05
2.350000e-13,4.256385e-02,6.944935e-03,-3.633879e-06
2.800000e-13,4.255782e-02,6.934666e-03,-1.161408e-06
3.250000e-13,4.255282e-02,6.926163e-03,-7.677707e-07
3.700000e-13,4.254598e-02,6.914532e-03,-6.650929e-07
4.150000e-13,4.254132e-02,6.906624e-03,-6.535647e-07
4.600000e-13,4.253433e-02,6.894780e-03,-6.492696e-07
5.050000e-13,4.252968e-02,6.886895e-03,-6.487223e-07
5.500000e-13,4.252343e-02,6.876329e-03,-6.486714e-07
5.950000e-13,4.251559e-02,6.863093e-03,-6.483985e-07
6.400000e-13,4.250843e-02,6.851016e-03,-6.484865e-07
6.850000e-13,4.250127e-02,6.838961e-03,-6.485336e-07
7.300000e-13,4.250127e-02,6.838961e-03,-6.485336e-07
7.750000e-13,4.249004e-02,6.820095e-03,-6.479192e-07
8.200000e-13,4.249004e-02,6.820095e-03,-6.479192e-07
8.650000e-13,4.247882e-02,6.801281e-03,-6.501129e-07
9.100000e-13,4.247882e-02,6.801281e-03,-6.501129e-07
9.550000e-13,4.246760e-02,6.782518e-03,-6.475186e-07
1.000000e-12,4.245639e-02,6.763808e-03,-6.485566e-07
1.450000e-12,4.239952e-02,6.669582e-03,-6.485218e-07
1.900000e-12,4.233731e-02,6.567801e-03,-6.454568e-07
2.350000e-12,4.227948e-02,6.474365e-03,-6.444176e-07
2.800000e-12,4.222177e-02,6.382259e-03,-6.434527e-07
3.250000e-12,4.216419e-02,6.291463e-03,-6.460777e-07
3.700000e-12,4.210672e-02,6.201959e-03,-6.420453e-07
4.150000e-12,4.204938e-02,6.113728e-03,-6.404590e-07
4.600000e-12,4.199216e-02,6.026752e-03,-6.397715e-07
5.050000e-12,4.193506e-02,5.941013e-03,-6.387627e-07
5.500000e-12,4.187808e-02,5.856495e-03,-6.377649e-07
5.950000e-12,4.179000e-02,5.727848e-03,-6.363379e-07
6.400000e-12,4.179000e-02,5.727848e-03,-6.363379e-07
6.850000e-12,4.172647e-02,5.636569e-03,-6.352919e-07
7.300000e-12,4.166309e-02,5.546745e-03,-6.342371e-07
7.750000e-12,4.159986e-02,5.458352e-03,-6.332148e-07
8.200000e-12,4.153678e-02,5.371368e-03,-6.321822e-07
8.650000e-12,4.147385e-02,5.285771e-03,-6.311475e-07
9.100000e-12,4.141106e-02,5.201537e-03,-6.301251e-07
9.550000e-12,4.134843e-02,5.118645e-03,-6.291052e-07
1.000000e-11,4.134843e-02,5.118645e-03,-6.291052e-07
1.450000e-11,4.074184e-02,4.372494e-03,-6.193080e-07
1.900000e-11,4.019073e-02,3.777222e-03,-6.105335e-07
2.350000e-11,3.964850e-02,3.260639e-03,-6.020059e-07
2.800000e-11,3.924926e-02,2.920117e-03,-5.957872e-07
3.250000e-11,3.872658e-02,2.520754e-03,-5.877154e-07
3.700000e-11,3.821464e-02,2.176009e-03,-5.798781e-07
4.150000e-11,3.771314e-02,1.878412e-03,-5.722593e-07
4.600000e-11,3.722179e-02,1.621515e-03,-5.648446e-07
5.050000e-11,3.685976e-02,1.452174e-03,-5.594099e-07
5.500000e-11,3.638551e-02,1.253570e-03,-5.523227e-07
5.950000e-11,3.592066e-02,1.082128e-03,-5.454077e-07
6.400000e-11,3.546496e-02,9.341335e-04,-5.386557e-07
6.850000e-11,3.501816e-02,8.063787e-04,-5.320581e-07
7.300000e-11,3.458004e-02,6.960960e-04,-5.256073e-07
7.750000e-11,3.425700e-02,6.233998e-04,-5.208614e-07
8.200000e-11,3.383350e-02,5.381418e-04,-5.146512e-07
8.650000e-11,3.341806e-02,4.645439e-04,-5.085703e-07
9.100000e-11,3.301048e-02,4.010115e-04,-5.026133e-07
9.550000e-11,3.261054e-02,3.461679e-04,-4.967753e-07
1.000000e-10,3.231549e-02,3.100161e-04,-4.924721e-07
1.450000e-10,2.890949e-02,7.666853e-05,-4.428917e-07
1.900000e-10,2.591798e-02,1.789275e-05,-3.992504e-07
2.350000e-10,2.349135e-02,4.478190e-06,-3.636584e-07
2.800000e-10,2.139157e-02,1.116026e-06,-3.326826e-07
3.250000e-10,1.952923e-02,2.696006e-07,-3.050554e-07
3.700000e-10,1.784571e-02,6.154562e-08,-2.799473e-07
4.150000e-10,1.644992e-02,1.516754e-08,-2.590282e-07
4.600000e-10,1.530296e-02,4.130441e-09,-2.417656e-07
5.050000e-10,1.407824e-02,8.692909e-10,-2.232565e-07
5.500000e-10,1.309321e-02,2.456634e-10,-2.083105e-07
5.950000e-10,1.214444e-02,1.260244e-10,-1.938618e-07
6.400000e-10,1.145841e-02,1.293718e-10,-1.833810e-07
6.850000e-10,1.068023e-02,1.603682e-10,-1.714569e-07
7.300000e-10,9.979164e-03,1.957634e-10,-1.606811e-07
7.750000e-10,9.467060e-03,2.227896e-10,-1.527890e-07
8.200000e-10,8.933819e-03,2.511337e-10,-1.445534e-07
8.650000e-10,8.444463e-03,2.771094e-10,-1.369747e-07
9.100000e-10,7.852142e-03,3.083830e-10,-1.277803e-07
9.550000e-10,7.447799e-03,3.296042e-10,-1.214882e-07
1.000000e-09,7.073801e-03,3.491318e-10,-1.156568e-07
1.450000e-09,4.428121e-03,4.839047e-10,-7.405879e-08
1.900000e-09,3.048283e-03,5.510391e-10,-5.208521e-08
2.350000e-09,2.180164e-03,5.915667e-10,-3.814028e-08
2.800000e-09,1.646170e-03,6.155548e-10,-2.950872e-08
3.250000e-09,1.262710e-03,6.321773e-10,-2.328127e-08
3.700000e-09,1.008066e-03,6.428551e-10,-1.913100e-08
4.150000e-09,7.927489e-04,6.516015e-10,-1.561141e-08
4.600000e-09,6.478253e-04,6.573116e-10,-1.323734e-08
5.050000e-09,5.352867e-04,6.616294e-10,-1.139049e-08
5.500000e-09,4.463776e-04,6.649580e-10,-9.929220e-09
5.950000e-09,3.751192e-04,6.675663e-10,-8.756839e-09
6.400000e-09,3.142862e-04,6.697465e-10,-7.755251e-09
6.850000e-09,2.672986e-04,6.713984e-10,-6.980891e-09
7.300000e-09,2.284545e-04,6.727412e-10,-6.340542e-09
7.750000e-09,1.961019e-04,6.738428e-10,-5.807057e-09
8.200000e-09,1.689828e-04,6.747538e-10,-5.359819e-09
8.650000e-09,1.461244e-04,6.755124e-10,-4.982889e-09
9.100000e-09,1.267652e-04,6.761482e-10,-4.663659e-09
9.550000e-09,1.114857e-04,6.766455e-10,-4.411776e-09
1.000000e-08,9.715969e-05,6.771081e-10,-4.175798e-09
1.450000e-08,2.822328e-05,6.792890e-10,-3.045193e-09
1.900000e-08,1.193900e-05,6.798056e-10,-2.785620e-09
2.350000e-08,7.306642e-06,6.799655e-10,-2.718486e-09
2.800000e-08,5.748394e-06,6.800304e-10,-2.701510e-09
3.250000e-08,5.019551e-06,6.800679e-10,-2.697446e-09
3.700000e-08,4.544574e-06,6.800951e-10,-2.696531e-09
4.150000e-08,4.134284e-06,6.801190e-10,-2.696423e-09
4.600000e-08,3.771250e-06,6.801397e-10,-2.696484e-09
5.050000e-08,3.461838e-06,6.801567e-10,-2.696610e-09
5.500000e-08,3.178575e-06,6.801716e-10,-2.696778e-09
5.950000e-08,2.918791e-06,6.801847e-10,-2.696950e-09
6.400000e-08,2.635126e-06,6.801982e-10,-2.697183e-09
6.850000e-08,2.440308e-06,6.802069e-10,-2.697375e-09
7.300000e-08,2.202885e-06,6.802167e-10,-2.697646e-09
7.750000e-08,2.040184e-06,6.802229e-10,-2.697842e-09
8.200000e-08,1.841885e-06,6.802297e-10,-2.698124e-09
8.650000e-08,1.705989e-06,6.802338e-10,-2.698372e-09
9.100000e-08,1.540354e-06,6.802382e-10,-2.698680e-09
9.550000e-08,1.426839e-06,6.802407e-10,-2.698916e-09
1.000000e-07,1.321748e-06,6.802425e-10,-2.699156e-09
1.450000e-07,5.506874e-07,6.802341e-10,-2.702092e-09
1.900000e-07,2.323167e-07,6.801996e-10,-2.704920e-09
2.350000e-07,1.008090e-07,6.801600e-10,-2.707408e-09
2.800000e-07,4.621317e-08,6.801230e-10,-2.709483e-09
3.250000e-07,2.263897e-08,6.800895e-10,-2.711326e-09
3.700000e-07,1.334825e-08,6.800631e-10,-2.712710e-09
4.150000e-07,9.178627e-09,6.800413e-10,-2.713880e-09
4.600000e-07,7.185365e-09,6.800233e-10,-2.714878e-09
5.050000e-07,6.158227e-09,6.800085e-10,-2.715652e-09
5.500000e-07,5.543908e-09,6.799960e-10,-2.716393e-09
5.950000e-07,5.153361e-09,6.799859e-10,-2.716911e-09
6.400000e-07,4.914127e-09,6.799790e-10,-2.717272e-09
6.850000e-07,4.687627e-09,6.799720e-10,-2.717705e-09
7.300000e-07,4.544363e-09,6.799675e-10,-2.717961e-09
7.750000e-07,4.401416e-09,6.799631e-10,-2.718236e-09
8.200000e-07,4.309302e-09,6.799603e-10,-2.718411e-09
8.650000e-07,4.223359e-09,6.799579e-10,-2.718579e-09
9.100000e-07,4.153643e-09,6.799561e-10,-2.718725e-09
9.550000e-07,4.097005e-09,6.799548e-10,-2.718813e-09
1.000000e-06,4.055461e-09,6.799540e-10,-2.718883e-09
1.450000e-06,3.874376e-09,6.799560e-10,-2.719247e-09
1.900000e-06,3.853005e-09,6.799643e-10,-2.719262e-09
2.350000e-06,3.850628e-09,6.799715e-10,-2.719260e-09
2.800000e-06,3.850195e-09,6.799802e-10,-2.719218e-09
3.250000e-06,3.850127e-09,6.799879e-10,-2.719180e-09
3.700000e-06,3.850117e-09,6.799978e-10,-2.719262e-09
4.150000e-06,3.850097e-09,6.800069e-10,-2.719324e-09
4.600000e-06,3.850107e-09,6.800158e-10,-2.719303e-09
5.050000e-06,3.850094e-09,6.800242e-10,-2.719227e-09
5.500000e-06,3.850088e-09,6.800328e-10,-2.719196e-09
5.950000e-06,3.850085e-09,6.800400e-10,-2.719159e-09
6.400000e-06,3.850075e-09,6.800474e-10,-2.719183e-09
6.850000e-06,3.850076e-09,6.800542e-10,-2.719076e-09
7.300000e-06,3.850053e-09,6.800685e-10,-2.719011e-09
7.750000e-06,3.850058e-09,6.800863e-10,-2.719582e-09
8.200000e-06,3.850058e-09,6.800863e-10,-2.719582e-09
8.650000e-06,3.850065e-09,6.801039e-10,-2.720124e-09
9.100000e-06,3.850065e-09,6.801039e-10,-2.720124e-09
9.550000e-06,3.850040e-09,6.801155e-10,-2.719661e-09
1.000000e-05,3.850011e-09,6.801365e-10,-2.719351e-09
1.450000e-05,3.849921e-09,6.802342e-10,-2.718922e-09
1.900000e-05,3.849879e-09,6.803165e-10,-2.719777e-09
2.350000e-05,3.849781e-09,6.803854e-10,-2.718349e-09
2.800000e-05,3.849750e-09,6.804645e-10,-2.719244e-09
3.250000e-05,3.849672e-09,6.805350e-10,-2.718532e-09
3.700000e-05,3.849547e-09,6.806820e-10,-2.718282e-09
4.150000e-05,3.849478e-09,6.807991e-10,-2.718794e-09
4.600000e-05,3.849478e-09,6.807991e-10,-2.718794e-09
5.050000e-05,3.849372e-09,6.809104e-10,-2.718321e-09
5.500000e-05,3.849249e-09,6.810850e-10,-2.718612e-09
5.950000e-05,3.849249e-09,6.810850e-10,-2.718612e-09
6.400000e-05,3.849117e-09,6.812583e-10,-2.718695e-09
6.850000e-05,3.849117e-09,6.812583e-10,-2.718695e-09
7.300000e-05,3.848950e-09,6.814259e-10,-2.717811e-09
7.750000e-05,3.848950e-09,6.814259e-10,-2.717811e-09
8.200000e-05,3.848794e-09,6.815954e-10,-2.717236e-09
8.650000e-05,3.848794e-09,6.815954e-10,-2.717236e-09
9.100000e-05,3.848649e-09,6.817668e-10,-2.717020e-09
9.550000e-05,3.848649e-09,6.817668e-10,-2.717020e-09
1.000000e-04,3.848403e-09,6.820608e-10,-2.716603e-09
1.450000e-04,3.847668e-09,6.829342e-10,-2.715527e-09
1.900000e-04,3.847014e-09,6.837177e-10,-2.714688e-09
2.350000e-04,3.846356e-09,6.844999e-10,-2.713580e-09
2.800000e-04,3.845683e-09,6.852815e-10,-2.712596e-09
3.250000e-04,3.845001e-09,6.860623e-10,-2.711599e-09
3.700000e-04,3.844126e-09,6.870709e-10,-2.710340e-09
4.150000e-04,3.843097e-09,6.882452e-10,-2.708863e-09
4.600000e-04,3.842064e-09,6.894177e-10,-2.707401e-09
5.050000e-04,3.842064e-09,6.894177e-10,-2.707401e-09
5.500000e-04,3.840896e-09,6.905883e-10,-2.705972e-09
5.950000e-04,3.839832e-09,6.917578e-10,-2.704461e-09
6.400000e-04,3.839832e-09,6.917578e-10,-2.704461e-09
6.850000e-04,3.838801e-09,6.929255e-10,-2.703014e-09
7.300000e-04,3.837732e-09,6.940914e-10,-2.701558e-09
7.750000e-04,3.836673e-09,6.952556e-10,-2.700132e-09
8.200000e-04,3.836673e-09,6.952556e-10,-2.700132e-09
8.650000e-04,3.835641e-09,6.964184e-10,-2.698705e-09
9.100000e-04,3.834526e-09,6.975792e-10,-2.697266e-09
9.550000e-04,3.834526e-09,6.975792e-10,-2.697266e-09
1.000000e-03,3.833506e-09,6.987386e-10,-2.695867e-09
1.450000e-03,3.825370e-09,7.074532e-10,-2.685318e-09
1.900000e-03,3.817637e-09,7.152172e-10,-2.675980e-09
2.350000e-03,3.809251e-09,7.235841e-10,-2.666134e-09
2.800000e-03,3.801857e-09,7.306970e-10,-2.657830e-09
3.250000e-03,3.792775e-09,7.394908e-10,-2.647763e-09
3.700000e-03,3.785319e-09,7.464477e-10,-2.639796e-09
4.150000e-03,3.776953e-09,7.539246e-10,-2.631382e-09
4.600000e-03,3.769322e-09,7.613271e-10,-2.623302e-09
5.050000e-03,3.760001e-09,7.691665e-10,-2.614550e-09
5.500000e-03,3.753277e-09,7.761375e-10,-2.607214e-09
5.950000e-03,3.743082e-09,7.848306e-10,-2.597704e-09
6.400000e-03,3.736438e-09,7.909471e-10,-2.591354e-09
6.850000e-03,3.727555e-09,7.990005e-10,-2.582952e-09
7.300000e-03,3.720837e-09,8.049640e-10,-2.576600e-09
7.750000e-03,3.713270e-09,8.116592e-10,-2.569862e-09
8.200000e-03,3.706815e-09,8.181399e-10,-2.563628e-09
8.650000e-03,3.698650e-09,8.248594e-10,-2.556547e-09
9.100000e-03,3.691646e-09,8.313767e-10,-2.550188e-09
9.550000e-03,3.684109e-09,8.383339e-10,-2.543971e-09
1.000000e-02,3.675437e-09,8.455575e-10,-2.536073e-09
1.450000e-02,3.609185e-09,9.051739e-10,-2.479653e-09
1.900000e-02,3.553605e-09,9.561874e-10,-2.434579e-09
2.350000e-02,3.509181e-09,9.975467e-10,-2.399128e-09
2.800000e-02,3.472708e-09,1.030797e-09,-2.370807e-09
3.250000e-02,3.442551e-09,1.058031e-09,-2.347477e-09
3.700000e-02,3.418542e-09,1.079831e-09,-2.328412e-09
4.150000e-02,3.399407e-09,1.096232e-09,-2.313979e-09
4.600000e-02,3.381543e-09,1.109243e-09,-2.299275e-09
5.050000e-02,3.369018e-09,1.119204e-09,-2.289324e-09
5.500000e-02,3.357124e-09,1.126453e-09,-2.280139e-09
5.950000e-02,3.346062e-09,1.131798e-09,-2.271958e-09
6.400000e-02,3.339517e-09,1.135521e-09,-2.265270e-09
6.850000e-02,3.332935e-09,1.137962e-09,-2.259149e-09
7.300000e-02,3.325039e-09,1.139405e-09,-2.253718e-09
7.750000e-02,3.317740e-09,1.140100e-09,-2.248308e-09
8.200000e-02,3.311385e-09,1.140149e-09,-2.243741e-09
8.650000e-02,3.308793e-09,1.139770e-09,-2.239671e-09
9.100000e-02,3.304341e-09,1.139028e-09,-2.235902e-09
9.550000e-02,3.298279e-09,1.137921e-09,-2.231530e-09
1.000000e-01,3.294949e-09,1.136730e-09,-2.228021e-09
1.450000e-01,3.255901e-09,1.120017e-09,-2.195544e-09
1.900000e-01,3.214462e-09,1.102699e-09,-2.165989e-09
2.350000e-01,3.182325e-09,1.087346e-09,-2.139524e-09
2.800000e-01,3.145275e-09,1.072798e-09,-2.113792e-09
3.250000e-01,3.112272e-09,1.059436e-09,-2.089885e-09
3.700000e-01,3.080694e-09,1.046859e-09,-2.067267e-09
4.150000e-01,3.053255e-09,1.035935e-09,-2.047330e-09
4.600000e-01,3.025934e-09,1.025243e-09,-2.027808e-09
5.050000e-01,2.997422e-09,1.015287e-09,-2.009432e-09
5.500000e-01,2.974163e-09,1.005871e-09,-1.992173e-09
5.950000e-01,2.952576e-09,9.974829e-10,-1.976728e-09
6.400000e-01,2.932044e-09,9.894131e-10,-1.961889e-09
6.850000e-01,2.911671e-09,9.817873e-10,-1.947763e-09
7.300000e-01,2.890834e-09,9.743930e-10,-1.934020e-09
7.750000e-01,2.874416e-09,9.679869e-10,-1.922185e-09
8.200000e-01,2.862377e-09,9.620094e-10,-1.910970e-09
8.650000e-01,2.841939e-09,9.560841e-10,-1.900083e-09
9.100000e-01,2.827185e-09,9.503894e-10,-1.889536e-09
9.550000e-01,2.812109e-09,9.456180e-10,-1.880737e-09
1.000000e+00,2.806398e-09,9.410586e-10,-1.872424e-09
1.450000e+00,2.711259e-09,9.073640e-10,-1.809602e-09
1.900000e+00,2.664667e-09,8.901713e-10,-1.777666e-09
2.350000e+00,2.641006e-09,8.812486e-10,-1.761131e-09
2.800000e+00,2.628455e-09,8.766692e-10,-1.752627e-09
3.250000e+00,2.622155e-09,8.743043e-10,-1.748245e-09
3.700000e+00,2.618937e-09,8.730703e-10,-1.745965e-09
4.150000e+00,2.618190e-09,8.724888e-10,-1.744925e-09
4.600000e+00,2.616363e-09,8.721280e-10,-1.744222e-09
5.050000e+00,2.615928e-09,8.719738e-10,-1.743922e-09
5.500000e+00,2.615633e-09,8.718866e-10,-1.743760e-09
5.950000e+00,2.615485e-09,8.718409e-10,-1.743678e-09
6.400000e+00,2.615562e-09,8.718290e-10,-1.743645e-09
6.850000e+00,2.615703e-09,8.718141e-10,-1.743638e-09
7.300000e+00,2.615376e-09,8.718044e-10,-1.743608e-09
