t(s),H2,N2,NH3
1.000000e-15,4.919168e-09,8.016838e-10,1.000000e+00
1.450000e-15,7.132788e-09,1.162431e-09,1.000000e+00
1.900000e-15,9.346405e-09,1.523172e-09,1.000000e+00
2.350000e-15,1.156002e-08,1.883907e-09,1.000000e+00
2.800000e-15,1.377363e-08,2.244635e-09,1.000000e+00
3.250000e-15,1.598723e-08,2.605356e-09,1.000000e+00
3.700000e-15,1.820084e-08,2.966072e-09,1.000000e+00
4.150000e-15,2.041444e-08,3.326780e-09,1.000000e+00
4.600000e-15,2.262803e-08,3.687483e-09,1.000000e+00
5.050000e-15,2.484162e-08,4.048179e-09,1.000000e+00
5.500000e-15,2.705521e-08,4.408868e-09,1.000000e+00
5.950000e-15,2.926880e-08,4.769551e-09,1.000000e+00
6.400000e-15,3.148238e-08,5.130228e-09,1.000000e+00
6.850000e-15,3.369596e-08,5.490898e-09,1.000000e+00
7.300000e-15,3.590953e-08,5.851562e-09,1.000000e+00
7.750000e-15,3.812311e-08,6.212219e-09,1.000000e+00
8.200000e-15,4.033667e-08,6.572870e-09,1.000000e+00
8.650000e-15,4.255024e-08,6.933515e-09,1.000000e+00
9.100000e-15,4.476380e-08,7.294153e-09,9.999999e-01
9.550000e-15,4.697736e-08,7.654785e-09,9.999999e-01
1.000000e-14,4.919091e-08,8.015410e-09,9.999999e-01
1.450000e-14,7.132626e-08,1.162131e-08,9.999999e-01
1.900000e-14,9.346127e-08,1.522656e-08,9.999999e-01
2.350000e-14,1.155959e-07,1.883118e-08,9.999999e-01
2.800000e-14,1.377302e-07,2.243515e-08,9.999998e-01
3.250000e-14,1.598642e-07,2.603848e-08,9.999998e-01
3.700000e-14,1.819978e-07,2.964117e-08,9.999998e-01
4.150000e-14,2.041310e-07,3.324321e-08,9.999998e-01
4.600000e-14,2.262639e-07,3.684461e-08,9.999997e-01
5.050000e-14,2.483964e-07,4.044537e-08,9.999997e-01
5.500000e-14,2.705286e-07,4.404549e-08,9.999997e-01
5.950000e-14,2.926605e-07,4.764497e-08,9.999997e-01
6.400000e-14,3.147919e-07,5.124381e-08,9.999996e-01
6.850000e-14,3.369231e-07,5.484200e-08,9.999996e-01
7.300000e-14,3.590538e-07,5.843956e-08,9.999996e-01
