t(s),H2,N2,NH3
1.000000e-15,6.542222e-42,2.137385e-89,1.000000e+00
1.450000e-15,9.165427e-41,2.364492e-88,1.000000e+00
1.900000e-15,3.118479e-40,7.747873e-88,1.000000e+00
2.350000e-15,6.111662e-40,1.506518e-87,1.000000e+00
2.800000e-15,9.896094e-40,2.431642e-87,1.000000e+00
3.250000e-15,1.716592e-39,4.515324e-87,1.000000e+00
3.700000e-15,2.799615e-39,8.010335e-87,1.000000e+00
4.150000e-15,4.631281e-39,1.642565e-86,1.000000e+00
4.600000e-15,7.271458e-39,3.183919e-86,1.000000e+00
5.050000e-15,1.118769e-38,6.221254e-86,1.000000e+00
5.500000e-15,1.681020e-38,1.352848e-85,1.000000e+00
5.950000e-15,2.480326e-38,2.847957e-85,1.000000e+00
6.400000e-15,3.511136e-38,5.079257e-85,1.000000e+00
6.850000e-15,4.833090e-38,8.692760e-85,1.000000e+00
7.300000e-15,6.601322e-38,1.559333e-84,1.000000e+00
7.750000e-15,8.807598e-38,2.553225e-84,1.000000e+00
8.200000e-15,1.150610e-37,3.917131e-84,1.000000e+00
8.650000e-15,1.494306e-37,6.500513e-84,1.000000e+00
9.100000e-15,1.912923e-37,1.019239e-83,1.000000e+00
9.550000e-15,2.415233e-37,1.519578e-83,1.000000e+00
1.000000e-14,3.024569e-37,2.324103e-83,1.000000e+00
1.450000e-14,1.934205e-36,1.165184e-81,1.000000e+00
1.900000e-14,7.638747e-36,2.077051e-80,1.000000e+00
2.350000e-14,2.200241e-35,1.408770e-79,1.000000e+00
2.800000e-14,5.214058e-35,6.838452e-79,1.000000e+00
3.250000e-14,1.081330e-34,2.680168e-78,1.000000e+00
3.700000e-14,2.042583e-34,8.848703e-78,1.000000e+00
4.150000e-14,3.597907e-34,2.592431e-77,1.000000e+00
4.600000e-14,5.991203e-34,6.906785e-77,1.000000e+00
5.050000e-14,9.524180e-34,1.702401e-76,1.000000e+00
5.500000e-14,1.456217e-33,3.918050e-76,1.000000e+00
5.950000e-14,2.154728e-33,8.851757e-76,1.000000e+00
6.400000e-14,3.099458e-33,1.877277e-75,1.000000e+00
6.850000e-14,4.348800e-33,3.688721e-75,1.000000e+00
7.300000e-14,5.973687e-33,7.089690e-75,1.000000e+00
7.750000e-14,8.047176e-33,1.260473e-74,1.000000e+00
8.200000e-14,1.066186e-32,2.220951e-74,1.000000e+00
8.650000e-14,1.391207e-32,3.734447e-74,1.000000e+00
9.100000e-14,1.790787e-32,6.120724e-74,1.000000e+00
9.550000e-14,2.277233e-32,9.825828e-74,1.000000e+00
1.000000e-13,2.863617e-32,1.533696e-73,1.000000e+00
1.450000e-13,1.820361e-31,6.584738e-72,1.000000e+00
1.900000e-13,6.968481e-31,9.259447e-71,1.000000e+00
2.350000e-13,1.998934e-30,7.519250e-70,1.000000e+00
2.800000e-13,4.759506e-30,4.355739e-69,1.000000e+00
3.250000e-13,9.941613e-30,1.899554e-68,1.000000e+00
3.700000e-13,1.885024e-29,6.831931e-68,1.000000e+00
4.150000e-13,3.317680e-29,2.118673e-67,1.000000e+00
4.600000e-13,5.504349e-29,5.891037e-67,1.000000e+00
5.050000e-13,8.704145e-29,1.493936e-66,1.000000e+00
5.500000e-13,1.322650e-28,3.489067e-66,1.000000e+00
5.950000e-13,1.943467e-28,7.593108e-66,1.000000e+00
6.400000e-13,2.774946e-28,1.558952e-65,1.000000e+00
6.850000e-13,3.865269e-28,3.047060e-65,1.000000e+00
7.300000e-13,5.268959e-28,5.727150e-65,1.000000e+00
7.750000e-13,7.047187e-28,1.036064e-64,1.000000e+00
8.200000e-13,9.268015e-28,1.810846e-64,1.000000e+00
8.650000e-13,1.200662e-27,3.067686e-64,1.000000e+00
9.100000e-13,1.534545e-27,5.058764e-64,1.000000e+00
9.550000e-13,1.937453e-27,8.144612e-64,1.000000e+00
1.000000e-12,2.419159e-27,1.282947e-63,1.000000e+00
1.450000e-12,1.430461e-26,5.013514e-62,1.000000e+00
1.900000e-12,5.107585e-26,7.108237e-61,1.000000e+00
2.350000e-12,1.369027e-25,5.672496e-60,1.000000e+00
2.800000e-12,3.049855e-25,3.119859e-59,1.000000e+00
3.250000e-12,5.971619e-25,1.322010e-58,1.000000e+00
3.700000e-12,1.063208e-24,4.619564e-58,1.000000e+00
4.150000e-12,1.759993e-24,1.391761e-57,1.000000e+00
4.600000e-12,2.750588e-24,3.727932e-57,1.000000e+00
5.050000e-12,4.103396e-24,9.076272e-57,1.000000e+00
5.500000e-12,5.891337e-24,2.041811e-56,1.000000e+00
5.950000e-12,8.191106e-24,4.297720e-56,1.000000e+00
6.400000e-12,1.108252e-23,8.547221e-56,1.000000e+00
6.850000e-12,1.464795e-23,1.618670e-55,1.000000e+00
7.300000e-12,1.897181e-23,2.937468e-55,1.000000e+00
7.750000e-12,2.414020e-23,5.134667e-55,1.000000e+00
8.200000e-12,3.024049e-23,8.682349e-55,1.000000e+00
8.650000e-12,3.736106e-23,1.425313e-54,1.000000e+00
9.100000e-12,4.559107e-23,2.278528e-54,1.000000e+00
9.550000e-12,5.502026e-23,3.556323e-54,1.000000e+00
1.000000e-11,6.573880e-23,5.431560e-54,1.000000e+00
1.450000e-11,2.637916e-22,1.583841e-52,1.000000e+00
1.900000e-11,6.905106e-22,1.748118e-51,1.000000e+00
2.350000e-11,1.436116e-21,1.119556e-50,1.000000e+00
2.800000e-11,2.590512e-21,5.068838e-50,1.000000e+00
3.250000e-11,4.243605e-21,1.805903e-49,1.000000e+00
3.700000e-11,6.485442e-21,5.400046e-49,1.000000e+00
4.150000e-11,9.406255e-21,1.412955e-48,1.000000e+00
4.600000e-11,1.309647e-20,3.328591e-48,1.000000e+00
5.050000e-11,1.764673e-20,7.204606e-48,1.000000e+00
5.500000e-11,2.314786e-20,1.454400e-47,1.000000e+00
5.950000e-11,2.969089e-20,2.769486e-47,1.000000e+00
6.400000e-11,3.736706e-20,5.018516e-47,1.000000e+00
6.850000e-11,4.626781e-20,8.714462e-47,1.000000e+00
7.300000e-11,5.648479e-20,1.458237e-46,1.000000e+00
7.750000e-11,6.810983e-20,2.362210e-46,1.000000e+00
8.200000e-11,8.123498e-20,3.718737e-46,1.000000e+00
8.650000e-11,9.595249e-20,5.707446e-46,1.000000e+00
9.100000e-11,1.123548e-19,8.561441e-46,1.000000e+00
9.550000e-11,1.305346e-19,1.257961e-45,1.000000e+00
1.000000e-10,1.505846e-19,1.814574e-45,1.000000e+00
1.450000e-10,4.745361e-19,3.580305e-44,1.000000e+00
1.900000e-10,1.089190e-18,2.915580e-43,1.000000e+00
2.350000e-10,2.090784e-18,1.520007e-42,1.000000e+00
2.800000e-10,3.577497e-18,5.682696e-42,1.000000e+00
3.250000e-10,5.649384e-18,1.700773e-41,1.000000e+00
3.700000e-10,8.408657e-18,4.421277e-41,1.000000e+00
4.150000e-10,1.195986e-17,1.046468e-40,1.000000e+00
4.600000e-10,1.640862e-17,2.222075e-40,1.000000e+00
5.050000e-10,2.186292e-17,4.354048e-40,1.000000e+00
5.500000e-10,2.843280e-17,8.067207e-40,1.000000e+00
5.950000e-10,3.622985e-17,1.415277e-39,1.000000e+00
6.400000e-10,4.536829e-17,2.385222e-39,1.000000e+00
6.850000e-10,5.596401e-17,3.880864e-39,1.000000e+00
7.300000e-10,6.813495e-17,6.117222e-39,1.000000e+00
7.750000e-10,8.200083e-17,9.387409e-39,1.000000e+00
8.200000e-10,9.768332e-17,1.405329e-38,1.000000e+00
8.650000e-10,1.153059e-16,2.057758e-38,1.000000e+00
9.100000e-10,1.349940e-16,2.955084e-38,1.000000e+00
9.550000e-10,1.568750e-16,4.175692e-38,1.000000e+00
1.000000e-09,1.810779e-16,5.822882e-38,1.000000e+00
1.450000e-09,5.805613e-16,8.073113e-37,1.000000e+00
1.900000e-09,1.367942e-15,5.287667e-36,1.000000e+00
2.350000e-09,2.701931e-15,2.299001e-35,1.000000e+00
2.800000e-09,4.757909e-15,7.650352e-35,1.000000e+00
3.250000e-09,7.726908e-15,2.111390e-34,1.000000e+00
3.700000e-09,1.181457e-14,5.078043e-34,1.000000e+00
4.150000e-09,1.724012e-14,1.098770e-33,1.000000e+00
4.600000e-09,2.423538e-14,2.186403e-33,1.000000e+00
5.050000e-09,3.304376e-14,4.064814e-33,1.000000e+00
5.500000e-09,4.391936e-14,7.144084e-33,1.000000e+00
