t(s),H2,N2,NH3
1.000000e-15,7.743924e-43,3.515773e-89,1.000000e+00
1.450000e-15,1.084897e-41,3.889341e-88,1.000000e+00
1.900000e-15,3.691293e-41,1.274444e-87,1.000000e+00
2.350000e-15,7.234277e-41,2.478064e-87,1.000000e+00
2.800000e-15,1.171385e-40,3.999795e-87,1.000000e+00
3.250000e-15,2.031902e-40,7.427233e-87,1.000000e+00
3.700000e-15,3.313859e-40,1.317616e-86,1.000000e+00
4.150000e-15,5.481974e-40,2.701847e-86,1.000000e+00
4.600000e-15,8.607109e-40,5.237213e-86,1.000000e+00
5.050000e-15,1.324268e-39,1.023331e-85,1.000000e+00
5.500000e-15,1.989796e-39,2.225293e-85,1.000000e+00
5.950000e-15,2.935922e-39,4.684589e-85,1.000000e+00
6.400000e-15,4.156076e-39,8.354845e-85,1.000000e+00
6.850000e-15,5.720852e-39,1.429868e-84,1.000000e+00
7.300000e-15,7.813879e-39,2.564939e-84,1.000000e+00
7.750000e-15,1.042541e-38,4.199788e-84,1.000000e+00
8.200000e-15,1.361959e-38,6.443269e-84,1.000000e+00
8.650000e-15,1.768787e-38,1.069266e-83,1.000000e+00
9.100000e-15,2.264296e-38,1.676541e-83,1.000000e+00
9.550000e-15,2.858873e-38,2.499546e-83,1.000000e+00
1.000000e-14,3.580134e-38,3.822905e-83,1.000000e+00
1.450000e-14,2.289488e-37,1.916606e-81,1.000000e+00
1.900000e-14,9.041865e-37,3.416532e-80,1.000000e+00
2.350000e-14,2.604391e-36,2.317279e-79,1.000000e+00
2.800000e-14,6.171799e-36,1.124854e-78,1.000000e+00
3.250000e-14,1.279953e-35,4.408597e-78,1.000001e+00
3.700000e-14,2.417774e-35,1.455520e-77,1.000001e+00
4.150000e-14,4.258788e-35,4.264279e-77,1.000001e+00
4.600000e-14,7.091696e-35,1.136094e-76,1.000001e+00
5.050000e-14,1.127363e-34,2.800273e-76,1.000001e+00
5.500000e-14,1.723702e-34,6.444787e-76,1.000001e+00
5.950000e-14,2.550519e-34,1.456022e-75,1.000001e+00
6.400000e-14,3.668783e-34,3.087926e-75,1.000001e+00
6.850000e-14,5.147610e-34,6.067564e-75,1.000001e+00
7.300000e-14,7.070965e-34,1.166181e-74,1.000001e+00
7.750000e-14,9.525325e-34,2.073348e-74,1.000001e+00
8.200000e-14,1.262028e-33,3.653236e-74,1.000001e+00
8.650000e-14,1.646751e-33,6.142782e-74,1.000001e+00
9.100000e-14,2.119729e-33,1.006796e-73,1.000001e+00
9.550000e-14,2.695529e-33,1.616248e-73,1.000002e+00
1.000000e-13,3.389623e-33,2.522773e-73,1.000002e+00
1.450000e-13,2.154738e-32,1.083123e-71,1.000002e+00
1.900000e-13,8.248504e-32,1.523086e-70,1.000003e+00
2.350000e-13,2.366115e-31,1.236842e-69,1.000004e+00
2.800000e-13,5.633775e-31,7.164765e-69,1.000004e+00
3.250000e-13,1.176779e-30,3.124582e-68,1.000005e+00
3.700000e-13,2.231285e-30,1.123787e-67,1.000006e+00
4.150000e-13,3.927109e-30,3.485017e-67,1.000006e+00
4.600000e-13,6.515455e-30,9.690205e-67,1.000007e+00
5.050000e-13,1.030304e-29,2.457387e-66,1.000008e+00
5.500000e-13,1.565613e-29,5.739196e-66,1.000008e+00
5.950000e-13,2.300471e-29,1.248997e-65,1.000009e+00
6.400000e-13,3.284690e-29,2.564337e-65,1.000009e+00
6.850000e-13,4.575303e-29,5.012143e-65,1.000010e+00
7.300000e-13,6.236848e-29,9.420659e-65,1.000011e+00
7.750000e-13,8.341736e-29,1.704235e-64,1.000011e+00
8.200000e-13,1.097053e-28,2.978686e-64,1.000012e+00
8.650000e-13,1.421221e-28,5.046083e-64,1.000012e+00
9.100000e-13,1.816440e-28,8.321241e-64,1.000013e+00
9.550000e-13,2.293363e-28,1.339721e-63,1.000013e+00
1.000000e-12,2.863560e-28,2.110342e-63,1.000014e+00
1.450000e-12,1.693246e-27,8.246857e-62,1.000019e+00
1.900000e-12,6.045905e-27,1.169257e-60,1.000023e+00
2.350000e-12,1.620538e-26,9.330907e-60,1.000026e+00
2.800000e-12,3.610171e-26,5.131991e-59,1.000030e+00
3.250000e-12,7.068737e-26,2.174637e-58,1.000032e+00
3.700000e-12,1.258545e-25,7.598957e-58,1.000034e+00
4.150000e-12,2.083351e-25,2.289383e-57,1.000036e+00
4.600000e-12,3.255950e-25,6.132288e-57,1.000038e+00
5.050000e-12,4.857315e-25,1.493010e-56,1.000039e+00
5.500000e-12,6.973763e-25,3.358700e-56,1.000040e+00
5.950000e-12,9.696083e-25,7.069591e-56,1.000042e+00
6.400000e-12,1.311876e-24,1.405988e-55,1.000042e+00
6.850000e-12,1.733928e-24,2.662656e-55,1.000043e+00
7.300000e-12,2.245761e-24,4.832037e-55,1.000044e+00
7.750000e-12,2.857564e-24,8.446361e-55,1.000044e+00
8.200000e-12,3.579678e-24,1.428219e-54,1.000045e+00
8.650000e-12,4.422568e-24,2.344595e-54,1.000045e+00
9.100000e-12,5.396787e-24,3.748110e-54,1.000046e+00
9.550000e-12,6.512958e-24,5.850046e-54,1.000046e+00
1.000000e-11,7.781754e-24,8.934756e-54,1.000046e+00
1.450000e-11,3.122606e-23,2.605376e-52,1.000047e+00
1.900000e-11,8.173851e-23,2.875607e-51,1.000047e+00
2.350000e-11,1.699988e-22,1.841639e-50,1.000048e+00
2.800000e-11,3.066493e-22,8.338101e-50,1.000048e+00
3.250000e-11,5.023326e-22,2.970663e-49,1.000048e+00
3.700000e-11,7.677079e-22,8.882930e-49,1.000048e+00
4.150000e-11,1.113456e-21,2.324273e-48,1.000048e+00
4.600000e-11,1.550282e-21,5.475442e-48,1.000048e+00
5.050000e-11,2.088914e-21,1.185138e-47,1.000048e+00
5.500000e-11,2.740105e-21,2.392449e-47,1.000048e+00
5.950000e-11,3.514630e-21,4.555730e-47,1.000048e+00
6.400000e-11,4.423289e-21,8.255324e-47,1.000048e+00
6.850000e-11,5.476907e-21,1.433506e-46,1.000048e+00
7.300000e-11,6.686332e-21,2.398760e-46,1.000048e+00
7.750000e-11,8.062434e-21,3.885773e-46,1.000048e+00
8.200000e-11,9.616111e-21,6.117221e-46,1.000048e+00
8.650000e-11,1.135828e-20,9.388596e-46,1.000048e+00
9.100000e-11,1.329989e-20,1.408334e-45,1.000048e+00
9.550000e-11,1.545190e-20,2.069311e-45,1.000048e+00
1.000000e-10,1.782531e-20,2.984926e-45,1.000048e+00
1.450000e-10,5.617275e-20,5.889505e-44,1.000048e+00
1.900000e-10,1.289319e-19,4.796051e-43,1.000048e+00
2.350000e-10,2.474945e-19,2.500371e-42,1.000048e+00
2.800000e-10,4.234827e-19,9.347881e-42,1.000048e+00
3.250000e-10,6.687404e-19,2.797725e-41,1.000048e+00
3.700000e-10,9.953665e-19,7.272881e-41,1.000048e+00
4.150000e-10,1.415737e-18,1.721412e-40,1.000048e+00
4.600000e-10,1.942354e-18,3.655254e-40,1.000048e+00
5.050000e-10,2.588001e-18,7.162292e-40,1.000048e+00
5.500000e-10,3.365705e-18,1.327034e-39,1.000048e+00
5.950000e-10,4.288674e-18,2.328093e-39,1.000048e+00
6.400000e-10,5.370427e-18,3.923627e-39,1.000048e+00
6.850000e-10,6.624685e-18,6.383918e-39,1.000048e+00
7.300000e-10,8.065408e-18,1.006267e-38,1.000048e+00
7.750000e-10,9.706768e-18,1.544204e-38,1.000048e+00
8.200000e-10,1.156317e-17,2.311729e-38,1.000048e+00
8.650000e-10,1.364923e-17,3.384956e-38,1.000048e+00
9.100000e-10,1.597979e-17,4.861034e-38,1.000048e+00
9.550000e-10,1.856992e-17,6.868901e-38,1.000048e+00
1.000000e-09,2.143492e-17,9.578485e-38,1.000048e+00
1.450000e-09,6.872338e-17,1.328005e-36,1.000048e+00
1.900000e-09,1.619288e-16,8.698070e-36,1.000048e+00
2.350000e-09,3.198385e-16,3.781795e-35,1.000048e+00
2.800000e-09,5.632129e-16,1.258462e-34,1.000048e+00
3.250000e-09,9.146653e-16,3.473181e-34,1.000048e+00
3.700000e-09,1.398538e-15,8.353246e-34,1.000048e+00
4.150000e-09,2.040782e-15,1.807448e-33,1.000048e+00
4.600000e-09,2.868840e-15,3.596575e-33,1.000048e+00
5.050000e-09,3.911524e-15,6.686511e-33,1.000048e+00
5.500000e-09,5.198912e-15,1.175183e-32,1.000048e+00
5.950000e-09,6.762237e-15,1.970077e-32,1.000048e+00
6.400000e-09,8.633785e-15,3.172231e-32,1.000048e+00
6.850000e-09,1.084680e-14,4.933571e-32,1.000048e+00
7.300000e-09,1.343540e-14,7.444177e-32,1.000048e+00
7.750000e-09,1.643447e-14,1.093768e-31,1.000048e+00
8.200000e-09,1.987962e-14,1.569679e-31,1.000048e+00
8.650000e-09,2.380708e-14,2.205885e-31,1.000048e+00
9.100000e-09,2.825363e-14,3.042151e-31,1.000048e+00
9.550000e-09,3.325657e-14,4.124848e-31,1.000048e+00
1.000000e-08,3.885363e-14,5.507516e-31,1.000048e+00
1.450000e-08,1.360151e-13,5.384598e-30,1.000048e+00
1.900000e-08,3.356857e-13,2.647335e-29,1.000048e+00
2.350000e-08,6.772211e-13,8.867083e-29,1.000049e+00
2.800000e-08,1.198762e-12,2.328720e-28,1.000049e+00
3.250000e-08,1.936556e-12,5.175547e-28,1.000049e+00
3.700000e-08,2.924639e-12,1.019089e-27,1.000049e+00
4.150000e-08,4.194680e-12,1.831215e-27,1.000050e+00
4.600000e-08,5.775908e-12,3.064003e-27,1.000050e+00
5.050000e-08,7.695103e-12,4.842521e-27,1.000050e+00
5.500000e-08,9.976631e-12,7.305374e-27,1.000050e+00
5.950000e-08,1.264252e-11,1.060321e-26,1.000050e+00
6.400000e-08,1.571256e-11,1.489724e-26,1.000051e+00
6.850000e-08,1.920444e-11,2.035792e-26,1.000051e+00
7.300000e-08,2.313387e-11,2.716360e-26,1.000051e+00
7.750000e-08,2.751473e-11,3.549943e-26,1.000051e+00
8.200000e-08,3.235924e-11,4.555631e-26,1.000051e+00
8.650000e-08,3.767809e-11,5.752997e-26,1.000052e+00
9.100000e-08,4.348059e-11,7.162017e-26,1.000052e+00
9.550000e-08,4.977481e-11,8.803001e-26,1.000052e+00
1.000000e-07,5.656770e-11,1.069653e-25,1.000052e+00
1.450000e-07,1.528800e-10,4.816286e-25,1.000055e+00
1.900000e-07,3.020786e-10,1.343048e-24,1.000057e+00
2.350000e-07,5.045177e-10,2.905452e-24,1.000059e+00
2.800000e-07,7.600820e-10,5.382018e-24,1.000061e+00
3.250000e-07,1.068669e-09,8.985369e-24,1.000063e+00
3.700000e-07,1.430228e-09,1.392813e-23,1.000065e+00
4.150000e-07,1.844735e-09,2.042321e-23,1.000067e+00
4.600000e-07,2.312182e-09,2.868388e-23,1.000070e+00
5.050000e-07,2.832560e-09,3.892382e-23,1.000072e+00
5.500000e-07,3.405866e-09,5.135713e-23,1.000074e+00
5.950000e-07,4.032096e-09,6.619834e-23,1.000076e+00
6.400000e-07,4.711244e-09,8.366242e-23,1.000078e+00
6.850000e-07,5.443308e-09,1.039647e-22,1.000080e+00
7.300000e-07,6.228282e-09,1.273211e-22,1.000083e+00
7.750000e-07,7.066163e-09,1.539477e-22,1.000085e+00
8.200000e-07,7.956945e-09,1.840613e-22,1.000087e+00
8.650000e-07,8.900626e-09,2.178790e-22,1.000089e+00
9.100000e-07,9.897200e-09,2.556185e-22,1.000091e+00
9.550000e-07,1.094666e-08,2.974975e-22,1.000093e+00
1.000000e-06,1.204901e-08,3.437347e-22,1.000095e+00
1.450000e-06,2.598015e-08,1.094142e-21,1.000117e+00
1.900000e-06,4.519461e-08,2.523740e-21,1.000138e+00
2.350000e-06,6.968735e-08,4.857996e-21,1.000159e+00
2.800000e-06,9.945293e-08,8.326714e-21,1.000181e+00
3.250000e-06,1.344856e-07,1.316403e-20,1.000202e+00
3.700000e-06,1.747791e-07,1.960843e-20,1.000223e+00
4.150000e-06,2.203271e-07,2.790281e-20,1.000244e+00
4.600000e-06,2.711227e-07,3.829442e-20,1.000265e+00
5.050000e-06,3.271586e-07,5.103493e-20,1.000285e+00
5.500000e-06,3.884274e-07,6.638039e-20,1.000306e+00
5.950000e-06,4.549212e-07,8.459134e-20,1.000327e+00
6.400000e-06,5.266319e-07,1.059327e-19,1.000347e+00
6.850000e-06,6.035509e-07,1.306740e-19,1.000368e+00
7.300000e-06,6.856695e-07,1.590891e-19,1.000388e+00
7.750000e-06,7.729785e-07,1.914564e-19,1.000408e+00
8.200000e-06,8.654685e-07,2.280589e-19,1.000429e+00
8.650000e-06,9.631298e-07,2.691840e-19,1.000449e+00
9.100000e-06,1.065953e-06,3.151236e-19,1.000469e+00
9.550000e-06,1.173926e-06,3.661744e-19,1.000489e+00
1.000000e-05,1.287040e-06,4.226374e-19,1.000509e+00
1.450000e-05,2.698399e-06,1.354473e-18,1.000705e+00
1.900000e-05,4.610335e-06,3.193131e-18,1.000894e+00
2.350000e-05,7.008522e-06,6.316927e-18,1.001076e+00
2.800000e-05,9.876944e-06,1.115225e-17,1.001253e+00
3.250000e-05,1.319833e-05,1.817435e-17,1.001424e+00
3.700000e-05,1.695450e-05,2.790805e-17,1.001590e+00
4.150000e-05,2.112672e-05,4.092820e-17,1.001750e+00
4.600000e-05,2.569597e-05,5.786011e-17,1.001906e+00
5.050000e-05,3.064315e-05,7.937979e-17,1.002058e+00
5.500000e-05,3.594929e-05,1.062142e-16,1.002205e+00
5.950000e-05,4.159573e-05,1.391415e-16,1.002348e+00
6.400000e-05,4.756417e-05,1.789907e-16,1.002487e+00
6.850000e-05,5.383686e-05,2.266421e-16,1.002623e+00
7.300000e-05,6.039660e-05,2.830272e-16,1.002755e+00
7.750000e-05,6.722682e-05,3.491285e-16,1.002884e+00
8.200000e-05,7.431161e-05,4.259794e-16,1.003010e+00
8.650000e-05,8.163574e-05,5.146642e-16,1.003133e+00
9.100000e-05,8.918468e-05,6.163182e-16,1.003253e+00
9.550000e-05,9.694458e-05,7.321270e-16,1.003371e+00
1.000000e-04,1.049023e-04,8.633271e-16,1.003486e+00
1.450000e-04,1.929158e-04,3.329757e-15,1.004516e+00
1.900000e-04,2.905126e-04,9.066650e-15,1.005384e+00
2.350000e-04,3.923995e-04,2.013139e-14,1.006136e+00
2.800000e-04,4.956549e-04,3.907726e-14,1.006805e+00
3.250000e-04,5.986494e-04,6.895926e-14,1.007410e+00
3.700000e-04,7.004680e-04,1.133441e-13,1.007963e+00
4.150000e-04,8.006009e-04,1.763225e-13,1.008475e+00
4.600000e-04,8.987745e-04,2.625236e-13,1.008951e+00
5.050000e-04,9.948553e-04,3.771300e-13,1.009399e+00
5.500000e-04,1.088795e-03,5.258936e-13,1.009821e+00
5.950000e-04,1.180596e-03,7.151516e-13,1.010221e+00
6.400000e-04,1.270292e-03,9.518438e-13,1.010602e+00
6.850000e-04,1.357937e-03,1.243529e-12,1.010965e+00
7.300000e-04,1.443593e-03,1.598401e-12,1.011313e+00
7.750000e-04,1.527328e-03,2.025310e-12,1.011647e+00
8.200000e-04,1.609214e-03,2.533772e-12,1.011968e+00
8.650000e-04,1.689321e-03,3.133993e-12,1.012278e+00
9.100000e-04,1.767718e-03,3.836885e-12,1.012577e+00
9.550000e-04,1.844476e-03,4.654080e-12,1.012867e+00
1.000000e-03,1.919736e-03,5.598015e-12,1.013147e+00
1.450000e-03,2.598001e-03,2.529631e-11,1.015566e+00
1.900000e-03,3.170986e-03,7.741502e-11,1.017509e+00
2.350000e-03,3.667848e-03,1.891068e-10,1.019148e+00
2.800000e-03,4.106953e-03,3.984995e-10,1.020573e+00
3.250000e-03,4.500598e-03,7.562674e-10,1.021836e+00
