t(s),H2,N2,NH3
1.000000e-15,4.147294e-10,1.022406e-09,1.000000e+00
1.450000e-15,6.013572e-10,1.482476e-09,1.000000e+00
1.900000e-15,7.879848e-10,1.942537e-09,1.000000e+00
2.350000e-15,9.746120e-10,2.402590e-09,1.000000e+00
2.800000e-15,1.161239e-09,2.862635e-09,1.000000e+00
3.250000e-15,1.347866e-09,3.322672e-09,1.000000e+00
3.700000e-15,1.534492e-09,3.782701e-09,1.000000e+00
4.150000e-15,1.721118e-09,4.242721e-09,1.000000e+00
4.600000e-15,1.907744e-09,4.702733e-09,1.000000e+00
5.050000e-15,2.094370e-09,5.162737e-09,1.000000e+00
5.500000e-15,2.280995e-09,5.622733e-09,1.000000e+00
5.950000e-15,2.467620e-09,6.082721e-09,1.000000e+00
6.400000e-15,2.654245e-09,6.542700e-09,1.000000e+00
6.850000e-15,2.840870e-09,7.002671e-09,1.000000e+00
7.300000e-15,3.027494e-09,7.462634e-09,1.000000e+00
7.750000e-15,3.214118e-09,7.922589e-09,1.000000e+00
8.200000e-15,3.400742e-09,8.382536e-09,1.000000e+00
8.650000e-15,3.587365e-09,8.842474e-09,1.000000e+00
9.100000e-15,3.773989e-09,9.302405e-09,1.000000e+00
9.550000e-15,3.960612e-09,9.762327e-09,1.000000e+00
1.000000e-14,4.147234e-09,1.022224e-08,1.000000e+00
1.450000e-14,6.013446e-09,1.482093e-08,1.000000e+00
1.900000e-14,7.879630e-09,1.941880e-08,1.000000e+00
2.350000e-14,9.745787e-09,2.401585e-08,1.000000e+00
2.800000e-14,1.161192e-08,2.861208e-08,1.000000e+00
3.250000e-14,1.347802e-08,3.320749e-08,1.000000e+00
3.700000e-14,1.534409e-08,3.780208e-08,9.999999e-01
4.150000e-14,1.721014e-08,4.239585e-08,9.999999e-01
4.600000e-14,1.907616e-08,4.698881e-08,9.999999e-01
5.050000e-14,2.094215e-08,5.158094e-08,9.999999e-01
5.500000e-14,2.280812e-08,5.617226e-08,9.999999e-01
5.950000e-14,2.467405e-08,6.076276e-08,9.999999e-01
6.400000e-14,2.653996e-08,6.535244e-08,9.999999e-01
6.850000e-14,2.840584e-08,6.994131e-08,9.999999e-01
7.300000e-14,3.027169e-08,7.452935e-08,9.999998e-01
7.750000e-14,3.213752e-08,7.911658e-08,9.999998e-01
8.200000e-14,3.400332e-08,8.370299e-08,9.999998e-01
8.650000e-14,3.586909e-08,8.828859e-08,9.999998e-01
9.100000e-14,3.773483e-08,9.287337e-08,9.999998e-01
9.550000e-14,3.960054e-08,9.745732e-08,9.999998e-01
1.000000e-13,4.146623e-08,1.020405e-07,9.999998e-01
1.450000e-13,6.012157e-08,1.478270e-07,9.999996e-01
1.900000e-13,7.877414e-08,1.935320e-07,9.999995e-01
2.350000e-13,9.742392e-08,2.391556e-07,9.999994e-01
2.800000e-13,1.160709e-07,2.846980e-07,9.999993e-01
3.250000e-13,1.347152e-07,3.301594e-07,9.999991e-01
3.700000e-13,1.533566e-07,3.755397e-07,9.999990e-01
4.150000e-13,1.719953e-07,4.208393e-07,9.999989e-01
4.600000e-13,1.906313e-07,4.660582e-07,9.999987e-01
5.050000e-13,2.092644e-07,5.111966e-07,9.999986e-01
5.500000e-13,2.278948e-07,5.562546e-07,9.999985e-01
5.950000e-13,2.465224e-07,6.012324e-07,9.999984e-01
6.400000e-13,2.651472e-07,6.461301e-07,9.999982e-01
6.850000e-13,2.837693e-07,6.909478e-07,9.999981e-01
7.300000e-13,3.023886e-07,7.356858e-07,9.999980e-01
7.750000e-13,3.210051e-07,7.803441e-07,9.999979e-01
8.200000e-13,3.396189e-07,8.249229e-07,9.999977e-01
8.650000e-13,3.582299e-07,8.694223e-07,9.999976e-01
9.100000e-13,3.768381e-07,9.138425e-07,9.999975e-01
9.550000e-13,3.954436e-07,9.581836e-07,9.999974e-01
1.000000e-12,4.140463e-07,1.002446e-06,9.999972e-01
1.450000e-12,5.999213e-07,1.440756e-06,9.999960e-01
1.900000e-12,7.855207e-07,1.871324e-06,9.999947e-01
2.350000e-12,9.708449e-07,2.294286e-06,9.999935e-01
2.800000e-12,1.155895e-06,2.709778e-06,9.999923e-01
3.250000e-12,1.340670e-06,3.117931e-06,9.999911e-01
3.700000e-12,1.525173e-06,3.518875e-06,9.999900e-01
4.150000e-12,1.709403e-06,3.912736e-06,9.999888e-01
4.600000e-12,1.893361e-06,4.299641e-06,9.999877e-01
5.050000e-12,2.077048e-06,4.679712e-06,9.999865e-01
5.500000e-12,2.260465e-06,5.053070e-06,9.999854e-01
5.950000e-12,2.443611e-06,5.419833e-06,9.999843e-01
6.400000e-12,2.626487e-06,5.780118e-06,9.999832e-01
6.850000e-12,2.809095e-06,6.134039e-06,9.999822e-01
7.300000e-12,2.991435e-06,6.481709e-06,9.999811e-01
7.750000e-12,3.173507e-06,6.823238e-06,9.999801e-01
8.200000e-12,3.355312e-06,7.158734e-06,9.999790e-01
8.650000e-12,3.536851e-06,7.488305e-06,9.999780e-01
9.100000e-12,3.718124e-06,7.812054e-06,9.999770e-01
9.550000e-12,3.899132e-06,8.130085e-06,9.999760e-01
1.000000e-11,4.079876e-06,8.442499e-06,9.999750e-01
1.450000e-11,5.872895e-06,1.127867e-05,9.999658e-01
1.900000e-11,7.640115e-06,1.365188e-05,9.999575e-01
2.350000e-11,9.382113e-06,1.563772e-05,9.999500e-01
