t(s),RU(S1),N2(S1),N(S1),H(S1),NH3(S1),NH2(S1),NH(S1),N2(S2),N(S2),H(S2),NH3(S2),NH2(S2),NH(S2),RU(S2)
1.000000e-15,6.575817e-01,6.363246e-05,3.235973e-01,1.845385e-02,8.468685e-07,1.043419e-06,3.016561e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
1.450000e-15,6.575817e-01,6.363133e-05,3.235973e-01,1.845384e-02,8.510787e-07,1.043419e-06,3.016561e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
1.900000e-15,6.575817e-01,6.363020e-05,3.235973e-01,1.845383e-02,8.552112e-07,1.043419e-06,3.016561e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
2.350000e-15,6.575817e-01,6.362906e-05,3.235973e-01,1.845381e-02,8.592675e-07,1.043419e-06,3.016561e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
2.800000e-15,6.575817e-01,6.362793e-05,3.235973e-01,1.845380e-02,8.632491e-07,1.043419e-06,3.016561e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
3.250000e-15,6.575817e-01,6.362679e-05,3.235973e-01,1.845379e-02,8.671571e-07,1.043419e-06,3.016561e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
3.700000e-15,6.575817e-01,6.362566e-05,3.235973e-01,1.845378e-02,8.709931e-07,1.043419e-06,3.016561e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
4.150000e-15,6.575817e-01,6.362453e-05,3.235973e-01,1.845376e-02,8.747584e-07,1.043419e-06,3.016561e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
4.600000e-15,6.575818e-01,6.362339e-05,3.235973e-01,1.845375e-02,8.784542e-07,1.043419e-06,3.016561e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
5.050000e-15,6.575818e-01,6.362226e-05,3.235973e-01,1.845374e-02,8.820818e-07,1.043419e-06,3.016561e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
