t(s),Temperature(K),Pressure(Pa),Density(kg/m3),U(J/kg)
1.000000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
1.450000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
1.900000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
2.350000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
2.800000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
3.250000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
3.700000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
4.150000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
4.600000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
5.050000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
5.500000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
5.950000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
6.400000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
6.850000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
7.300000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
7.750000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
8.200000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
8.650000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
9.100000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
9.550000e-15,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
1.000000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
1.450000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
1.900000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062028e+05
2.350000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062027e+05
2.800000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062027e+05
3.250000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062027e+05
3.700000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062027e+05
4.150000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062027e+05
4.600000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062027e+05
5.050000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062026e+05
5.500000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062026e+05
5.950000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062026e+05
6.400000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062026e+05
6.850000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062026e+05
7.300000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062025e+05
7.750000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062025e+05
8.200000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062025e+05
8.650000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062025e+05
9.100000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062024e+05
9.550000e-14,9.250000e+02,1.013250e+05,2.243725e-01,-6.062024e+05
1.000000e-13,9.250000e+02,1.013250e+05,2.243726e-01,-6.062024e+05
1.450000e-13,9.250000e+02,1.013251e+05,2.243726e-01,-6.062022e+05
1.900000e-13,9.250000e+02,1.013251e+05,2.243726e-01,-6.062020e+05
2.350000e-13,9.250000e+02,1.013251e+05,2.243726e-01,-6.062018e+05
2.800000e-13,9.250000e+02,1.013251e+05,2.243727e-01,-6.062016e+05
3.250000e-13,9.250000e+02,1.013251e+05,2.243727e-01,-6.062014e+05
3.700000e-13,9.250000e+02,1.013251e+05,2.243727e-01,-6.062012e+05
4.150000e-13,9.250000e+02,1.013252e+05,2.243728e-01,-6.062010e+05
4.600000e-13,9.250000e+02,1.013252e+05,2.243728e-01,-6.062008e+05
5.050000e-13,9.250000e+02,1.013252e+05,2.243728e-01,-6.062006e+05
5.500000e-13,9.250000e+02,1.013252e+05,2.243728e-01,-6.062003e+05
5.950000e-13,9.250000e+02,1.013252e+05,2.243729e-01,-6.062001e+05
6.400000e-13,9.250000e+02,1.013253e+05,2.243729e-01,-6.061999e+05
6.850000e-13,9.250000e+02,1.013253e+05,2.243729e-01,-6.061997e+05
7.300000e-13,9.250000e+02,1.013253e+05,2.243730e-01,-6.061995e+05
7.750000e-13,9.250000e+02,1.013253e+05,2.243730e-01,-6.061993e+05
8.200000e-13,9.250000e+02,1.013253e+05,2.243730e-01,-6.061991e+05
8.650000e-13,9.250000e+02,1.013254e+05,2.243730e-01,-6.061989e+05
9.100000e-13,9.250000e+02,1.013254e+05,2.243731e-01,-6.061987e+05
9.550000e-13,9.250000e+02,1.013254e+05,2.243731e-01,-6.061985e+05
1.000000e-12,9.250000e+02,1.013254e+05,2.243731e-01,-6.061983e+05
1.450000e-12,9.250000e+02,1.013256e+05,2.243734e-01,-6.061963e+05
1.900000e-12,9.250000e+02,1.013258e+05,2.243737e-01,-6.061943e+05
2.350000e-12,9.250000e+02,1.013260e+05,2.243740e-01,-6.061923e+05
2.800000e-12,9.250000e+02,1.013262e+05,2.243742e-01,-6.061903e+05
3.250000e-12,9.250000e+02,1.013263e+05,2.243745e-01,-6.061883e+05
3.700000e-12,9.250000e+02,1.013265e+05,2.243747e-01,-6.061864e+05
4.150000e-12,9.250000e+02,1.013267e+05,2.243750e-01,-6.061844e+05
4.600000e-12,9.250000e+02,1.013269e+05,2.243753e-01,-6.061825e+05
5.050000e-12,9.250000e+02,1.013271e+05,2.243755e-01,-6.061806e+05
5.500000e-12,9.250000e+02,1.013272e+05,2.243758e-01,-6.061787e+05
5.950000e-12,9.250000e+02,1.013274e+05,2.243760e-01,-6.061769e+05
6.400000e-12,9.250000e+02,1.013276e+05,2.243763e-01,-6.061750e+05
6.850000e-12,9.250000e+02,1.013278e+05,2.243765e-01,-6.061732e+05
7.300000e-12,9.250000e+02,1.013280e+05,2.243767e-01,-6.061713e+05
7.750000e-12,9.250000e+02,1.013281e+05,2.243770e-01,-6.061695e+05
8.200000e-12,9.250000e+02,1.013283e+05,2.243772e-01,-6.061677e+05
8.650000e-12,9.250000e+02,1.013285e+05,2.243774e-01,-6.061659e+05
9.100000e-12,9.250000e+02,1.013287e+05,2.243777e-01,-6.061642e+05
9.550000e-12,9.250000e+02,1.013288e+05,2.243779e-01,-6.061624e+05
1.000000e-11,9.250000e+02,1.013290e+05,2.243781e-01,-6.061607e+05
1.450000e-11,9.250000e+02,1.013307e+05,2.243802e-01,-6.061438e+05
1.900000e-11,9.250000e+02,1.013324e+05,2.243820e-01,-6.061280e+05
2.350000e-11,9.250000e+02,1.013340e+05,2.243837e-01,-6.061132e+05
2.800000e-11,9.250000e+02,1.013356e+05,2.243852e-01,-6.060991e+05
3.250000e-11,9.250000e+02,1.013371e+05,2.243866e-01,-6.060857e+05
3.700000e-11,9.250000e+02,1.013386e+05,2.243879e-01,-6.060729e+05
4.150000e-11,9.250000e+02,1.013401e+05,2.243891e-01,-6.060606e+05
4.600000e-11,9.250000e+02,1.013415e+05,2.243902e-01,-6.060488e+05
5.050000e-11,9.250000e+02,1.013429e+05,2.243912e-01,-6.060374e+05
5.500000e-11,9.250000e+02,1.013443e+05,2.243921e-01,-6.060263e+05
5.950000e-11,9.250000e+02,1.013457e+05,2.243931e-01,-6.060156e+05
6.400000e-11,9.250000e+02,1.013470e+05,2.243939e-01,-6.060051e+05
6.850000e-11,9.250000e+02,1.013483e+05,2.243948e-01,-6.059949e+05
7.300000e-11,9.250000e+02,1.013496e+05,2.243955e-01,-6.059849e+05
7.750000e-11,9.250000e+02,1.013509e+05,2.243963e-01,-6.059751e+05
8.200000e-11,9.250000e+02,1.013522e+05,2.243971e-01,-6.059655e+05
8.650000e-11,9.250000e+02,1.013534e+05,2.243978e-01,-6.059561e+05
9.100000e-11,9.250000e+02,1.013546e+05,2.243985e-01,-6.059469e+05
9.550000e-11,9.250000e+02,1.013558e+05,2.243992e-01,-6.059378e+05
1.000000e-10,9.250000e+02,1.013570e+05,2.243998e-01,-6.059289e+05
1.450000e-10,9.250000e+02,1.013682e+05,2.244058e-01,-6.058464e+05
1.900000e-10,9.250000e+02,1.013780e+05,2.244110e-01,-6.057736e+05
2.350000e-10,9.250000e+02,1.013868e+05,2.244156e-01,-6.057086e+05
2.800000e-10,9.250000e+02,1.013948e+05,2.244197e-01,-6.056501e+05
3.250000e-10,9.250000e+02,1.014020e+05,2.244235e-01,-6.055971e+05
3.700000e-10,9.250000e+02,1.014085e+05,2.244269e-01,-6.055488e+05
4.150000e-10,9.250000e+02,1.014145e+05,2.244300e-01,-6.055047e+05
4.600000e-10,9.250000e+02,1.014200e+05,2.244328e-01,-6.054642e+05
5.050000e-10,9.250000e+02,1.014250e+05,2.244354e-01,-6.054269e+05
5.500000e-10,9.250000e+02,1.014297e+05,2.244378e-01,-6.053924e+05
5.950000e-10,9.250000e+02,1.014340e+05,2.244401e-01,-6.053605e+05
6.400000e-10,9.250000e+02,1.014380e+05,2.244421e-01,-6.053307e+05
6.850000e-10,9.250000e+02,1.014418e+05,2.244441e-01,-6.053030e+05
7.300000e-10,9.250000e+02,1.014452e+05,2.244458e-01,-6.052771e+05
7.750000e-10,9.250000e+02,1.014485e+05,2.244475e-01,-6.052529e+05
8.200000e-10,9.250000e+02,1.014516e+05,2.244491e-01,-6.052301e+05
8.650000e-10,9.250000e+02,1.014545e+05,2.244506e-01,-6.052087e+05
9.100000e-10,9.250000e+02,1.014572e+05,2.244519e-01,-6.051885e+05
9.550000e-10,9.250000e+02,1.014597e+05,2.244532e-01,-6.051695e+05
1.000000e-09,9.250000e+02,1.014622e+05,2.244545e-01,-6.051515e+05
1.450000e-09,9.250000e+02,1.014805e+05,2.244636e-01,-6.050142e+05
1.900000e-09,9.250000e+02,1.014922e+05,2.244691e-01,-6.049259e+05
2.350000e-09,9.250000e+02,1.015002e+05,2.244727e-01,-6.048646e+05
