t(s),H2,N2,NH3
1.000000e-15,3.503718e-09,6.215633e-10,1.000000e+00
1.450000e-15,5.080387e-09,9.012587e-10,1.000000e+00
1.900000e-15,6.657054e-09,1.180949e-09,1.000000e+00
2.350000e-15,8.233718e-09,1.460635e-09,1.000000e+00
2.800000e-15,9.810381e-09,1.740315e-09,1.000000e+00
3.250000e-15,1.138704e-08,2.019991e-09,1.000000e+00
3.700000e-15,1.296370e-08,2.299661e-09,1.000000e+00
4.150000e-15,1.454035e-08,2.579327e-09,1.000000e+00
4.600000e-15,1.611701e-08,2.858987e-09,1.000000e+00
5.050000e-15,1.769366e-08,3.138643e-09,1.000000e+00
5.500000e-15,1.927031e-08,3.418293e-09,1.000000e+00
5.950000e-15,2.084695e-08,3.697939e-09,1.000000e+00
6.400000e-15,2.242360e-08,3.977580e-09,1.000000e+00
6.850000e-15,2.400024e-08,4.257215e-09,1.000000e+00
7.300000e-15,2.557688e-08,4.536846e-09,1.000000e+00
7.750000e-15,2.715352e-08,4.816472e-09,1.000000e+00
8.200000e-15,2.873015e-08,5.096092e-09,1.000000e+00
8.650000e-15,3.030678e-08,5.375708e-09,1.000000e+00
9.100000e-15,3.188341e-08,5.655319e-09,1.000000e+00
9.550000e-15,3.346004e-08,5.934924e-09,1.000000e+00
1.000000e-14,3.503667e-08,6.214525e-09,1.000000e+00
1.450000e-14,5.080280e-08,9.010259e-09,9.999999e-01
1.900000e-14,6.656870e-08,1.180549e-08,9.999999e-01
2.350000e-14,8.233437e-08,1.460023e-08,9.999999e-01
2.800000e-14,9.809980e-08,1.739447e-08,9.999999e-01
3.250000e-14,1.138650e-07,2.018821e-08,9.999999e-01
3.700000e-14,1.296300e-07,2.298145e-08,9.999998e-01
4.150000e-14,1.453947e-07,2.577420e-08,9.999998e-01
4.600000e-14,1.611592e-07,2.856645e-08,9.999998e-01
5.050000e-14,1.769235e-07,3.135820e-08,9.999998e-01
5.500000e-14,1.926875e-07,3.414945e-08,9.999998e-01
5.950000e-14,2.084513e-07,3.694021e-08,9.999998e-01
6.400000e-14,2.242149e-07,3.973046e-08,9.999997e-01
6.850000e-14,2.399782e-07,4.252022e-08,9.999997e-01
7.300000e-14,2.557413e-07,4.530949e-08,9.999997e-01
7.750000e-14,2.715042e-07,4.809826e-08,9.999997e-01
8.200000e-14,2.872668e-07,5.088652e-08,9.999997e-01
8.650000e-14,3.030292e-07,5.367430e-08,9.999996e-01
9.100000e-14,3.187914e-07,5.646157e-08,9.999996e-01
9.550000e-14,3.345533e-07,5.924835e-08,9.999996e-01
1.000000e-13,3.503150e-07,6.203463e-08,9.999996e-01
1.450000e-13,5.079190e-07,8.987016e-08,9.999994e-01
1.900000e-13,6.654996e-07,1.176561e-07,9.999992e-01
2.350000e-13,8.230566e-07,1.453926e-07,9.999990e-01
2.800000e-13,9.805902e-07,1.730797e-07,9.999988e-01
3.250000e-13,1.138100e-06,2.007175e-07,9.999987e-01
3.700000e-13,1.295587e-06,2.283061e-07,9.999985e-01
4.150000e-13,1.453050e-06,2.558456e-07,9.999983e-01
4.600000e-13,1.610490e-06,2.833360e-07,9.999981e-01
5.050000e-13,1.767907e-06,3.107774e-07,9.999979e-01
5.500000e-13,1.925299e-06,3.381701e-07,9.999977e-01
5.950000e-13,2.082669e-06,3.655139e-07,9.999976e-01
6.400000e-13,2.240015e-06,3.928090e-07,9.999974e-01
6.850000e-13,2.397338e-06,4.200556e-07,9.999972e-01
7.300000e-13,2.554637e-06,4.472536e-07,9.999970e-01
7.750000e-13,2.711913e-06,4.744032e-07,9.999968e-01
8.200000e-13,2.869165e-06,5.015044e-07,9.999966e-01
8.650000e-13,3.026395e-06,5.285574e-07,9.999964e-01
9.100000e-13,3.183600e-06,5.555622e-07,9.999963e-01
9.550000e-13,3.340783e-06,5.825189e-07,9.999961e-01
1.000000e-12,3.497942e-06,6.094277e-07,9.999959e-01
1.450000e-12,5.068247e-06,8.758937e-07,9.999941e-01
1.900000e-12,6.636220e-06,1.137653e-06,9.999922e-01
2.350000e-12,8.201867e-06,1.394788e-06,9.999904e-01
2.800000e-12,9.765194e-06,1.647381e-06,9.999886e-01
3.250000e-12,1.132620e-05,1.895512e-06,9.999868e-01
3.700000e-12,1.288491e-05,2.139260e-06,9.999850e-01
4.150000e-12,1.444130e-05,2.378702e-06,9.999832e-01
4.600000e-12,1.599540e-05,2.613914e-06,9.999814e-01
5.050000e-12,1.754720e-05,2.844972e-06,9.999796e-01
5.500000e-12,1.909671e-05,3.071948e-06,9.999778e-01
5.950000e-12,2.064394e-05,3.294915e-06,9.999761e-01
6.400000e-12,2.218890e-05,3.513943e-06,9.999743e-01
6.850000e-12,2.373157e-05,3.729101e-06,9.999725e-01
7.300000e-12,2.527198e-05,3.940460e-06,9.999708e-01
7.750000e-12,2.681013e-05,4.148084e-06,9.999690e-01
8.200000e-12,2.834602e-05,4.352041e-06,9.999673e-01
8.650000e-12,2.987966e-05,4.552395e-06,9.999656e-01
9.100000e-12,3.141105e-05,4.749210e-06,9.999638e-01
9.550000e-12,3.294020e-05,4.942548e-06,9.999621e-01
1.000000e-11,3.446711e-05,5.132471e-06,9.999604e-01
1.450000e-11,4.961429e-05,6.856618e-06,9.999435e-01
1.900000e-11,6.454328e-05,8.299297e-06,9.999272e-01
2.350000e-11,7.925891e-05,9.506454e-06,9.999112e-01
2.800000e-11,9.376589e-05,1.051653e-05,9.998957e-01
3.250000e-11,1.080688e-04,1.136171e-05,9.998806e-01
3.700000e-11,1.221720e-04,1.206889e-05,9.998658e-01
4.150000e-11,1.360799e-04,1.266061e-05,9.998513e-01
4.600000e-11,1.497965e-04,1.315571e-05,9.998370e-01
5.050000e-11,1.633260e-04,1.356996e-05,9.998231e-01
5.500000e-11,1.766723e-04,1.391657e-05,9.998094e-01
5.950000e-11,1.898392e-04,1.420657e-05,9.997960e-01
6.400000e-11,2.028304e-04,1.444920e-05,9.997827e-01
6.850000e-11,2.156495e-04,1.465220e-05,9.997697e-01
7.300000e-11,2.283000e-04,1.482203e-05,9.997569e-01
7.750000e-11,2.407853e-04,1.496412e-05,9.997443e-01
8.200000e-11,2.531087e-04,1.508298e-05,9.997318e-01
8.650000e-11,2.652735e-04,1.518241e-05,9.997195e-01
9.100000e-11,2.772828e-04,1.526558e-05,9.997075e-01
9.550000e-11,2.891397e-04,1.533515e-05,9.996955e-01
1.000000e-10,3.008471e-04,1.539334e-05,9.996838e-01
1.450000e-10,4.102999e-04,1.564049e-05,9.995741e-01
1.900000e-10,5.075620e-04,1.568085e-05,9.994768e-01
2.350000e-10,5.946057e-04,1.568654e-05,9.993897e-01
2.800000e-10,6.729925e-04,1.568650e-05,9.993113e-01
3.250000e-10,7.439760e-04,1.568558e-05,9.992403e-01
3.700000e-10,8.085752e-04,1.568461e-05,9.991757e-01
4.150000e-10,8.676272e-04,1.568369e-05,9.991167e-01
4.600000e-10,9.218269e-04,1.568284e-05,9.990625e-01
5.050000e-10,9.717558e-04,1.568206e-05,9.990126e-01
5.500000e-10,1.017905e-03,1.568134e-05,9.989664e-01
5.950000e-10,1.060692e-03,1.568067e-05,9.989236e-01
6.400000e-10,1.100474e-03,1.568005e-05,9.988838e-01
6.850000e-10,1.137559e-03,1.567947e-05,9.988468e-01
7.300000e-10,1.172214e-03,1.567893e-05,9.988121e-01
7.750000e-10,1.204670e-03,1.567843e-05,9.987797e-01
8.200000e-10,1.235130e-03,1.567795e-05,9.987492e-01
8.650000e-10,1.263774e-03,1.567751e-05,9.987205e-01
9.100000e-10,1.290759e-03,1.567709e-05,9.986936e-01
9.550000e-10,1.316225e-03,1.567669e-05,9.986681e-01
1.000000e-09,1.340296e-03,1.567632e-05,9.986440e-01
1.450000e-09,1.523941e-03,1.567348e-05,9.984604e-01
1.900000e-09,1.642064e-03,1.567167e-05,9.983423e-01
2.350000e-09,1.723902e-03,1.567043e-05,9.982604e-01
2.800000e-09,1.783508e-03,1.566954e-05,9.982008e-01
3.250000e-09,1.828503e-03,1.566888e-05,9.981558e-01
3.700000e-09,1.863387e-03,1.566838e-05,9.981209e-01
4.150000e-09,1.890994e-03,1.566799e-05,9.980933e-01
4.600000e-09,1.913200e-03,1.566768e-05,9.980711e-01
5.050000e-09,1.931296e-03,1.566745e-05,9.980530e-01
5.500000e-09,1.946203e-03,1.566726e-05,9.980381e-01
5.950000e-09,1.958592e-03,1.566711e-05,9.980257e-01
6.400000e-09,1.968968e-03,1.566699e-05,9.980154e-01
6.850000e-09,1.977713e-03,1.566690e-05,9.980066e-01
7.300000e-09,1.985126e-03,1.566683e-05,9.979992e-01
7.750000e-09,1.991441e-03,1.566678e-05,9.979929e-01
8.200000e-09,1.996845e-03,1.566674e-05,9.979875e-01
8.650000e-09,2.001489e-03,1.566671e-05,9.979828e-01
9.100000e-09,2.005495e-03,1.566670e-05,9.979788e-01
9.550000e-09,2.008962e-03,1.566669e-05,9.979754e-01
1.000000e-08,2.011975e-03,1.566669e-05,9.979724e-01
1.450000e-08,2.027892e-03,1.566689e-05,9.979564e-01
1.900000e-08,2.033624e-03,1.566726e-05,9.979507e-01
2.350000e-08,2.036808e-03,1.566767e-05,9.979475e-01
2.800000e-08,2.039177e-03,1.566809e-05,9.979452e-01
3.250000e-08,2.041160e-03,1.566852e-05,9.979432e-01
3.700000e-08,2.042880e-03,1.566895e-05,9.979415e-01
4.150000e-08,2.044388e-03,1.566939e-05,9.979399e-01
4.600000e-08,2.045713e-03,1.566983e-05,9.979386e-01
5.050000e-08,2.046878e-03,1.567027e-05,9.979375e-01
5.500000e-08,2.047903e-03,1.567071e-05,9.979364e-01
5.950000e-08,2.048805e-03,1.567116e-05,9.979355e-01
6.400000e-08,2.049598e-03,1.567160e-05,9.979347e-01
6.850000e-08,2.050297e-03,1.567205e-05,9.979340e-01
7.300000e-08,2.050911e-03,1.567250e-05,9.979334e-01
7.750000e-08,2.051452e-03,1.567295e-05,9.979329e-01
8.200000e-08,2.051928e-03,1.567341e-05,9.979324e-01
8.650000e-08,2.052348e-03,1.567386e-05,9.979320e-01
9.100000e-08,2.052717e-03,1.567431e-05,9.979316e-01
9.550000e-08,2.053042e-03,1.567477e-05,9.979313e-01
1.000000e-07,2.053329e-03,1.567522e-05,9.979310e-01
1.450000e-07,2.054861e-03,1.567979e-05,9.979295e-01
1.900000e-07,2.055315e-03,1.568438e-05,9.979290e-01
2.350000e-07,2.055469e-03,1.568898e-05,9.979288e-01
2.800000e-07,2.055538e-03,1.569357e-05,9.979288e-01
3.250000e-07,2.055581e-03,1.569817e-05,9.979287e-01
3.700000e-07,2.055615e-03,1.570277e-05,9.979287e-01
4.150000e-07,2.055646e-03,1.570737e-05,9.979286e-01
4.600000e-07,2.055674e-03,1.571197e-05,9.979286e-01
5.050000e-07,2.055701e-03,1.571656e-05,9.979286e-01
5.500000e-07,2.055727e-03,1.572116e-05,9.979286e-01
5.950000e-07,2.055753e-03,1.572576e-05,9.979285e-01
6.400000e-07,2.055777e-03,1.573036e-05,9.979285e-01
6.850000e-07,2.055801e-03,1.573496e-05,9.979285e-01
7.300000e-07,2.055824e-03,1.573956e-05,9.979284e-01
7.750000e-07,2.055847e-03,1.574416e-05,9.979284e-01
8.200000e-07,2.055870e-03,1.574876e-05,9.979284e-01
8.650000e-07,2.055893e-03,1.575336e-05,9.979284e-01
9.100000e-07,2.055915e-03,1.575796e-05,9.979283e-01
9.550000e-07,2.055937e-03,1.576256e-05,9.979283e-01
1.000000e-06,2.055959e-03,1.576716e-05,9.979283e-01
1.450000e-06,2.056175e-03,1.581316e-05,9.979280e-01
